word,gender,log_tasa_freq,log_subt_freq,log_kidbook_freq,valence,arousal,concreteness,adult_aoa
eggs,3.3333333333333335,7.0431599159883405,3.2949,3.784189633918261,NA,NA,NA,NA
eight,2.9,7.135687347028144,3.6999,3.295836866004329,5.37,3.48,4.04,5.36
elbow,2.764705882352941,4.867534450455582,2.4969,1.791759469228055,5.38,3.2,5,4.78
electric,2.7333333333333334,6.907755278982137,2.942,2.3978952727983707,6.1,4.05,3.56,6.36
electricity,2.5,6.843749949006225,2.7672,1.6094379124341003,6.15,4.3,3.9,6.6
elephant,2.5625,5.713732805509369,2.7642,3.8066624897703196,6.17,4.23,5,4.8
elephants,2.625,5.308267697401205,2.3502,2.995732273553991,NA,NA,NA,NA
elevator,2.6923076923076925,5.298317366548036,3.0955,2.833213344056216,5.95,3.65,4.79,5.47
elizabeth,4.9,6.008813185442595,NA,2.8903717578961645,NA,NA,NA,NA
Elmo,2.3,NA,NA,NA,NA,NA,NA,NA
Eloise,4.6,NA,NA,NA,NA,NA,NA,NA
else,3,7.80710329012598,4.36,3.912023005428146,NA,NA,1.63,6.53
elves,3.2857142857142856,2.0794415416798357,2.2529,1.791759469228055,NA,NA,3.81,NA
Emily,4.9,NA,3.2765,NA,NA,NA,NA,NA
Emma,5,NA,2.9042,NA,NA,NA,NA,NA
empty,2.8125,7.044905117129371,3.382,2.995732273553991,3.78,2.25,3.43,4.79
encyclopedias,3.066666666666667,3.2188758248682006,1.301,1.6094379124341003,NA,NA,NA,NA
end,2.8666666666666667,8.60611940061064,4.1323,4.672828834461906,4.73,3.95,3.14,4.28
ended,2.6923076923076925,6.226536669287466,3.1796,1.9459101490553132,NA,NA,2.08,NA
ends,2.8461538461538463,6.467698726104354,3.1942,2.3978952727983707,NA,NA,NA,NA
engine,1.7142857142857142,6.476972362889683,3.2114,4.30406509320417,5.48,3.89,4.86,6.28
english,2.9285714285714284,7.643961949002529,NA,1.791759469228055,NA,NA,NA,NA
enjoy,3.2142857142857144,6.6039438246004725,3.6256,2.0794415416798357,7.67,5,2.29,5.75
enormous,2.2142857142857144,5.937536205082426,2.7218,2.70805020110221,5.68,5.05,2.9,6.53
enough,3,8.716863386544805,4.4077,4.442651256490317,NA,NA,1.33,6.96
entire,3,6.858565034791365,3.6097,2.1972245773362196,5.67,2.85,2.03,7.22
escape,2.6666666666666665,6.483107351457199,3.3539,2.772588722239781,5.5,4.55,3.34,6.6
especially,3.1176470588235294,7.38025578842646,3.5352,2.4849066497880004,NA,NA,1.28,NA
eve,4.466666666666667,4.532599493153256,NA,1.6094379124341003,NA,NA,2.7,5.6
even,3.076923076923077,9.452501929126154,4.65,4.983606621708336,NA,NA,2.79,6.37
evening,3.357142857142857,7.203405521083095,3.7893,3.4657359027997265,7.09,3.1,3.26,5.84
ever,3,8.56845648535378,4.5584,4.976733742420574,NA,NA,1.48,6.26
every,3,9.038721338315364,4.4473,4.890349128221754,NA,NA,2.28,4.2
everybody,3,6.739336627357174,4.2444,3.7376696182833684,NA,NA,3.13,4.88
everyone,3.076923076923077,7.964155718840937,4.0908,4.912654885736052,NA,NA,2.92,4.83
everything,3,8.074960359115858,4.5237,4.382026634673881,NA,NA,2.3,4.44
everywhere,2.857142857142857,6.673297967767654,3.4219,3.367295829986474,NA,NA,2,5.61
exactly,2.9166666666666665,7.261927092702751,4.1006,3.044522437723423,NA,NA,2.11,7.49
excellent,2.6666666666666665,5.963579343618446,3.4296,1.6094379124341003,7.56,5.15,2.11,7.37
except,2.9285714285714284,7.484368643286131,3.7556,3.2188758248682006,NA,NA,1.48,6.48
exclaimed,3.4285714285714284,5.762051382780177,0.6021,2.4849066497880004,NA,NA,NA,NA
excuse,3.357142857142857,5.25227342804663,NA,2.8903717578961645,4.52,3.61,2.29,6.33
expect,3,6.638567789166521,3.7243,1.9459101490553132,5.95,4.86,1.89,8.7
explained,3.466666666666667,6.784457062637643,2.7774,3.4011973816621555,NA,NA,NA,NA
express,2.588235294117647,6.180016653652572,2.9614,2.5649493574615367,5.53,4.79,2.21,8.8
extra,3.0714285714285716,6.5722825426940075,3.4797,3.295836866004329,6.39,2.9,2.46,6.11
extremely,2.6666666666666665,6.042632833682381,3.0831,1.9459101490553132,NA,NA,1.84,NA
eye,3,7.357556200910353,3.756,3.2188758248682006,6.18,3.95,4.9,3.75
eyed,3.076923076923077,3.4657359027997265,1.5911,2.0794415416798357,NA,NA,2.79,NA
eyes,3.5,8.682199026000504,4.0531,4.727387818712341,6.57,3.18,4.85,3.44
fabulous,4.230769230769231,3.258096538021482,3.0199,2.0794415416798357,7.84,5.15,2.12,7.83
face,3.4,8.425735580927402,4.1687,4.174387269895637,6.36,4.59,4.87,3.75
faces,3.2142857142857144,6.322565239927284,3.1348,2.5649493574615367,NA,NA,NA,NA
faint,3.7857142857142856,5.459585514144159,2.6758,1.791759469228055,4,3.74,3.74,7.53
fair,3.5714285714285716,6.8658910748834385,3.6842,3.1780538303479458,7.14,3.29,2.39,5.67
fairy,4.571428571428571,4.574710978503383,2.9304,2.4849066497880004,6.71,5.04,4.11,5.17
fall,2.857142857142857,7.599401333415815,3.7814,3.871201010907891,3.89,4.24,4.04,4.71
fallen,3,6.113682179832232,2.9365,3.044522437723423,NA,NA,3.53,NA
falling,3,6.410174881966167,3.2643,3.58351893845611,NA,NA,3.64,NA
falls,3.2,6.317164686747284,3.1146,2.0794415416798357,NA,NA,NA,NA
family,3.347826086956522,8.496582237512113,4.2569,4.060443010546419,7.25,4.35,4.23,3.38
famous,3.176470588235294,6.990256500493881,3.3612,1.6094379124341003,5.89,4.2,2.07,6.84
fan,3.066666666666667,4.844187086458591,3.2536,1.791759469228055,6.81,3.7,4.71,5.63
fancy,4.25,5.402677381872279,3.2499,2.4849066497880004,7.43,5.42,2.5,7.17
fantastic,3.642857142857143,4.718498871295094,3.3075,1.6094379124341003,8.36,6.4,1.78,7.21
far,2.6666666666666665,8.546557800046141,4.0515,4.1588830833596715,NA,NA,2.71,4.88
faraway,3.2857142857142856,4.663439094112067,1.9731,2.0794415416798357,4.7,3.44,2.96,7.44
farmer,1.8666666666666667,6.517671272912275,2.7818,3.2188758248682006,6.14,3.67,4.54,4.74
farther,2.6666666666666665,6.687108607866515,2.4594,2.0794415416798357,NA,NA,2.7,NA
fast,2.2142857142857144,7.780303087908373,3.8458,4.74493212836325,NA,NA,3.32,3.74
faster,2.2857142857142856,7.074116816197362,3.3491,3.828641396489095,NA,NA,2.76,NA
fat,3.357142857142857,6.790097235513905,3.6077,3.295836866004329,2.74,3.89,4.52,5.15
father,1.1333333333333333,8.827321452697849,4.4515,4.204692619390966,6.88,3.68,4.52,4.11
fault,2.8461538461538463,5.598421958998375,3.7252,1.9459101490553132,3.53,4.02,2.41,6.94
favorite,3.1666666666666665,6.4425401664681985,3.4819,3.713572066704308,7.39,4.4,2.71,5.72
fear,2.8,7.007600613951853,3.547,2.995732273553991,2.93,6.14,2.57,4.79
feast,2.769230769230769,5.111987788356544,2.5353,2.1972245773362196,7.57,5.26,4.3,7.81
featherlegs,3.7142857142857144,NA,NA,2.1972245773362196,NA,NA,NA,NA
feathers,3.7142857142857144,6.18826412308259,2.4654,1.9459101490553132,NA,NA,NA,NA
fed,3.142857142857143,6.1463292576688975,2.909,2.3978952727983707,NA,NA,3.19,5.68
feel,3.6666666666666665,8.293799608846818,4.505,4.127134385045092,6.27,4.05,2.28,5.11
feeling,3.9,7.392031567514591,3.9334,3.7376696182833684,6.5,3.86,1.68,5.31
feelings,4,6.642486801367256,3.4682,1.6094379124341003,NA,NA,NA,NA
feels,4,6.035481432524756,3.5527,2.833213344056216,NA,NA,NA,NA
feet,2.933333333333333,8.440959885416648,3.7894,4.74493212836325,NA,NA,NA,NA
fell,2.9375,7.506042178518122,3.571,4.543294782270004,NA,NA,3.55,3.28
fellow,1.9411764705882353,6.180016653652572,3.4754,2.5649493574615367,6.28,3.05,3.67,8.89
felt,3.4285714285714284,8.345930261979017,3.7862,4.5217885770490405,NA,NA,3.04,6.1
fence,2.5833333333333335,6.349138991379798,2.9138,3.7376696182833684,5.05,2.7,4.82,6.28
Ferdinand,1.2,NA,NA,NA,NA,NA,NA,NA
fetch,2.933333333333333,4.418840607796598,2.7482,2.1972245773362196,5.32,4.05,3.42,6.61
few,3.0714285714285716,8.901775088607979,4.1874,3.4657359027997265,NA,NA,2.48,6
field,2.857142857142857,7.653020413804189,3.554,2.8903717578961645,5.73,3.84,4.26,6.1
fight,1.3571428571428572,7.1252830915107115,4.011,3.6375861597263857,3.54,6.33,4.2,5.47
fighting,1.3333333333333333,6.577861357721047,3.5577,1.6094379124341003,NA,NA,3.78,NA
fill,2.857142857142857,6.6293632534374485,3.3506,2.302585092994046,5.56,3.35,3.32,5.06
filled,3.1538461538461537,7.491645473605133,3.1421,3.7376696182833684,NA,NA,3.03,NA
finally,2.8666666666666667,7.848933726364071,3.7774,3.8066624897703196,NA,NA,1.67,NA
Finch,2.6,NA,2.3139,NA,NA,NA,NA,NA
find,2.9375,9.190749722211178,4.6272,4.990432586778736,6.45,3.52,2.63,5.78
fine,3.3846153846153846,7.628517626575055,4.4843,4.0943445622221,6.5,3.86,2.61,7.44
finger,3,6.376726947898627,3.2721,3.367295829986474,5.8,4.15,5,3.43
fingers,3.375,6.919683849847411,3.2297,3.367295829986474,NA,NA,NA,NA
finish,2.857142857142857,6.234410725718371,3.7029,2.1972245773362196,6.41,3.81,2.89,6.32
finished,2.933333333333333,7.172424577124845,3.6304,3.6635616461296463,NA,NA,2.78,NA
fire,2.1666666666666665,8.100464891029363,4.041,4.442651256490317,4.32,6.05,4.68,3.25
fired,2.466666666666667,5.634789603169249,3.4997,1.6094379124341003,NA,NA,2.48,NA
fireman,1.1538461538461537,2.3978952727983707,2.1761,2.6390573296152584,6.47,4.52,4.8,5.05
first,2.857142857142857,9.75846178048587,4.6322,5.147494476813453,7.33,4.9,2.76,4.39
fish,3.2857142857142856,8.128290171607052,3.6293,4.795790545596741,6.42,3.33,5,4.05
fishing,2.076923076923077,6.519147287940395,3.081,1.9459101490553132,7.05,3.6,4.3,4.72
fit,2.2857142857142856,6.880384082186005,3.4681,3.1780538303479458,6.28,4.35,2.7,5.74
five,2.9285714285714284,8.0925452638913,4.1631,4.127134385045092,5.4,3.55,3.87,4.51
flag,2.7142857142857144,5.37989735354046,2.9509,1.791759469228055,6.1,3.74,4.79,5.33
flamingo,3.642857142857143,NA,NA,1.6094379124341003,6.74,4.59,4.81,6.32
flashlight,2.7857142857142856,4.804021044733257,2.4814,1.6094379124341003,6,4.04,5,5.61
flavors,3.3076923076923075,2.3978952727983707,1.8261,1.791759469228055,NA,NA,NA,NA
flea,2.7058823529411766,3.7376696182833684,2.2304,1.791759469228055,3,3,4.89,7.79
flew,3.357142857142857,6.52649485957079,2.8954,4.564348191467836,NA,NA,3.17,NA
flies,2.6666666666666665,5.820082930352362,2.8561,1.791759469228055,NA,NA,NA,NA
flip,3,3.6109179126442243,2.8627,1.791759469228055,5.6,4.62,3.97,5.11
flitter,4.285714285714286,NA,0.6021,2.302585092994046,NA,NA,NA,10.12
floating,3.357142857142857,5.720311776607412,2.692,2.5649493574615367,NA,NA,3.89,NA
floor,2.8333333333333335,7.848933726364071,3.7104,4.02535169073515,5.14,3.33,4.8,4.44
Florence,4.4,NA,2.4393,NA,NA,NA,NA,NA
flower,4.533333333333333,6.331501849893691,3.0652,3.2188758248682006,7.3,3.67,5,3.11
flowers,4.5,7.138866999945524,3.3852,3.871201010907891,NA,NA,NA,NA
fluffy,3.8666666666666667,4.07753744390572,NA,2.0794415416798357,7.11,3.45,3.86,5.95
flute,4.071428571428571,4.174387269895637,2.0374,2.1972245773362196,6.29,3.72,5,8.47
fly,2.742857142857143,7.244941546337007,3.6371000000000002,4.48863636973214,6.06,4.9,4.64,3.05
flying,3,6.78897174299217,3.4116,4.04305126783455,NA,NA,4.1,NA
folks,2.6,5.44673737166631,3.5887,2.772588722239781,NA,NA,3.52,NA
follow,3.857142857142857,7.467942332285852,3.7982,3.7612001156935624,4.82,3.76,3.26,5.11
followed,2.9285714285714284,7.5569505720129,3.2405,3.4657359027997265,NA,NA,NA,NA
following,3,7.772331575169614,3.3638,2.0794415416798357,NA,NA,2.83,6.21
fond,4.076923076923077,4.976733742420574,2.7993,2.833213344056216,6.79,3.26,1.68,9.21
food,3.066666666666667,8.93022956502072,3.8964,4.23410650459726,7.52,4.69,4.8,3.25
fool,2.291666666666667,5.497168225293202,3.6587,2.0794415416798357,3.56,4.86,3.19,7.56
foot,2.9,7.432483807917119,3.5201,3.713572066704308,4.68,2.77,4.9,3.44
forehead,2.7857142857142856,5.420534999272286,2.6031,1.6094379124341003,5.04,3.14,4.9,5.58
forest,2.5714285714285716,7.400009517162692,2.9841,4.02535169073515,6.68,4.44,4.76,6.28
forests,2.857142857142857,6.523562306149512,1.9138,1.9459101490553132,NA,NA,NA,NA
forever,3.2,6.091309882077698,3.6561,3.1354942159291497,NA,NA,1.34,NA
forget,2.857142857142857,6.645090969505644,4.1502,3.1780538303479458,3.73,4.43,2.04,4.78
forgot,3,6.0112671744041615,3.7029,3.2188758248682006,NA,NA,2.18,NA
forgotten,3.0714285714285716,6.150602768446279,3.2485,2.70805020110221,NA,NA,1.74,NA
fork,2.6153846153846154,4.812184355372417,2.6542,1.6094379124341003,5.47,3.35,4.9,3.63
forlorn,3.235294117647059,2.4849066497880004,1.3424,1.791759469228055,3.95,4.08,1.76,11.29
form,2.933333333333333,8.359603270841466,3.3387,1.6094379124341003,5.64,3.85,3.13,7.58
forth,2.857142857142857,6.692083742506628,2.9058,3.4657359027997265,NA,NA,2.38,7.17
fought,1.75,6.230481447578482,3.1345,2.0794415416798357,NA,NA,2.88,NA
found,2.7142857142857144,9.081256218564645,4.3053,4.941642422609304,NA,NA,2.53,5.15
four,3,8.397057390176256,4.1155,4.430816798843313,5.26,3.39,3.37,4.93
fourth,2.9285714285714284,6.375024819828097,3.1303,2.1972245773362196,NA,NA,3.39,4.68
fox,3.5,6.483107351457199,NA,3.871201010907891,5.52,4.36,4.97,5.02
France,3.5714285714285716,NA,3.1402,NA,NA,NA,NA,NA
Frances,3.2,NA,2.3784,NA,NA,NA,NA,NA
Francine,4.733333333333333,NA,NA,NA,NA,NA,NA,NA
Fred,1,NA,3.3365,NA,NA,NA,NA,NA
free,3.1333333333333333,7.716015266642587,3.9569,3.1780538303479458,8.25,5.38,2.04,5.21
freeze,2.8461538461538463,4.68213122712422,NA,2.1972245773362196,4.64,4,3.96,4.89
freight,2,4.406719247264253,2.2945,3.6375861597263857,4.21,3.78,4.21,10.56
French,3.5714285714285716,NA,3.5492,NA,NA,NA,NA,NA
fresh,4.285714285714286,7.022868086082641,3.4442,3.1780538303479458,6.67,2.35,1.97,6.22
fried,2.5,4.174387269895637,2.7152,1.6094379124341003,5.82,4.09,4.11,7.47
friend,3.1666666666666665,7.845024417241484,4.3301,4.770684624465665,6.79,4.29,3.07,3.57
friendly,3.642857142857143,6.38856140554563,3.1235,2.9444389791664403,7.84,4.27,2.32,4.5
friends,3.2,8.03365842788615,4.1925,4.605170185988092,NA,NA,NA,NA
frightened,3.5,6.304448802421981,3.0745,3.258096538021482,2.45,5.61,2.27,5.65
frisbee,3.2142857142857144,NA,NA,1.791759469228055,6.35,3.33,4.7,5.5
frog,2.25,7.018401799069201,2.781,4.762173934797756,5.84,4.07,5,4.32
froggy,3,NA,1.4914,2.6390573296152584,5.71,3.36,NA,6.89
front,2.857142857142857,8.236685322712457,3.9666,4.574710978503383,NA,NA,3.77,5.19
frosty,3.3846153846153846,2.9444389791664403,NA,1.791759469228055,6.15,4.61,3.9,6.33
fruit,4.071428571428571,6.453624998892692,3.0449,2.833213344056216,7,4.09,4.81,3.63
full,2.5,7.821242083523558,3.9301,4.356708826689592,6,3.48,3.59,4.24
fun,3,7.415776975415394,4.0796,4.406719247264253,8.37,6.32,1.97,3.67
funny,2.857142857142857,6.767343125265392,4.0464,4.04305126783455,7.59,5.38,2.5,5.47
fur,3.642857142857143,6.309918278226516,2.6263,2.833213344056216,5.65,3.64,4.69,5.22
furious,2.235294117647059,4.605170185988092,2.4871,1.6094379124341003,2.57,6.09,2.31,8.78
furniture,3.2,6.2166061010848646,2.8865,2.3978952727983707,5.79,3.05,4.89,5.89
furry,3.1666666666666665,4.465908118654584,2.0899,2.4849066497880004,6.63,3.7,3.96,5.72
further,2.857142857142857,6.876264611890766,3.4299,2.0794415416798357,NA,NA,1.88,6.68
fuzzy,3.7857142857142856,3.713572066704308,2.4742,2.302585092994046,6.53,3.95,3.96,5.05
gaily,3.533333333333333,3.4965075614664802,1.301,1.6094379124341003,NA,NA,2.08,NA
gallop,2.8461538461538463,3.4657359027997265,1.6902,2.302585092994046,6.21,4.41,4.17,8.32
game,2.5714285714285716,7.596894438144544,4.0765,2.8903717578961645,6.79,5.05,4.5,4.26
games,2.6923076923076925,6.620073206530356,3.3595,2.302585092994046,NA,NA,NA,NA
gander,2.5714285714285716,NA,1.7482,1.9459101490553132,5.55,2.86,3.38,11.31
garbage,2.3333333333333335,5.783825182329737,3.1245,2.833213344056216,2.88,3.84,4.69,4.89
garden,4.214285714285714,7.072421900537371,3.1319,4.31748811353631,7.25,3.71,4.73,5.33
gardens,3.642857142857143,5.351858133476067,2.316,1.791759469228055,NA,NA,NA,NA
gas,2.5714285714285716,7.2875606403097235,3.5388,2.0794415416798357,4.06,4.4,4.29,5.32
gasped,3.6153846153846154,4.852030263919617,1.1139,2.0794415416798357,NA,NA,NA,NA
gate,2.5714285714285716,6.298949246855942,3.2135,2.8903717578961645,5.32,4.5,4.96,5.32
gathered,3.0588235294117645,6.555356891810665,2.692,2.0794415416798357,NA,NA,NA,NA
gathering,3.2666666666666666,5.541263545158426,2.5694,1.9459101490553132,NA,NA,3.39,NA
gave,3.2142857142857144,8.182279739259018,4.0944,4.709530201312334,NA,NA,2.38,NA
gazed,3.75,4.770684624465665,1.3802,1.791759469228055,NA,NA,NA,NA
geese,3.4285714285714284,4.962844630259907,1.9138,2.302585092994046,NA,NA,NA,NA
general,2.5,7.738488122494646,NA,3.4011973816621555,5.32,3.71,1.62,8.05
genius,2.4285714285714284,4.454347296253507,3.249,1.6094379124341003,7.52,6.2,3,7.21
gentle,4.133333333333334,6.028278520230698,2.9269,2.302585092994046,7.42,3.17,2.53,4.89
gentlemen,1.2307692307692308,5.111987788356544,3.8963,1.9459101490553132,NA,NA,NA,NA
george,1.1666666666666667,7.2485040723706105,NA,5.214935757608986,NA,NA,NA,NA
Gerald,1.2307692307692308,NA,2.3222,NA,NA,NA,NA,NA
get,3.25,9.71147923015263,5.3688,5.857933154483459,6.09,3.67,2.38,3.17
gets,2.875,7.191429330036379,4.0556,3.1780538303479458,NA,NA,NA,NA
getting,3.1,7.877397186353287,4.393,4.1588830833596715,NA,NA,2.07,NA
ghost,3,5.733341276897746,3.2711,1.791759469228055,4.23,5.7,3.19,5.06
giant,1.8,6.827629234502852,3.1402,3.258096538021482,5.41,5.1,4.3,4.72
gift,3.4285714285714284,5.8888779583328805,3.5173,2.1972245773362196,7.27,4.64,4.56,5.05
gigantic,2.142857142857143,4.61512051684126,2.281,1.6094379124341003,5.35,5.89,2.57,6.64
giggled,4.076923076923077,3.970291913552122,1.0792,1.9459101490553132,NA,NA,NA,NA
Gilly,3.5,NA,1.9912,NA,NA,NA,NA,NA
Gino,1.7647058823529411,NA,NA,NA,NA,NA,NA,NA
giraffe,3.066666666666667,3.6375861597263857,1.8865,1.9459101490553132,6.52,2.91,4.73,5
girl,4.923076923076923,7.9599745280805365,4.4535,4.406719247264253,7.15,5.23,4.85,4
girls,5,7.543273346705446,4.0264,3.4965075614664802,NA,NA,NA,NA
give,3.3333333333333335,8.641709066113805,4.775,4.77912349311153,7.73,4.57,2.83,4.28
gives,3.5,7.158513997329321,3.5173,2.9444389791664403,NA,NA,NA,NA
glad,3.357142857142857,6.8001700683022,3.9416,3.258096538021482,7.55,3.71,2.36,5.79
glance,3.75,5.652489180268651,2.2455,1.6094379124341003,5.71,2.63,3.48,9.22
glass,3.5,7.353081920515432,3.4909,3.044522437723423,5.48,3.14,4.82,4.47
glasses,2.9285714285714284,5.940171252720432,3.2279,2.1972245773362196,NA,NA,4.9,4.35
Gloria,5,NA,2.8182,NA,NA,NA,NA,NA
gloves,3,4.812184355372417,2.9186,1.9459101490553132,5.2,3.17,NA,NA
go,2.8333333333333335,9.593287168653745,5.2866,6.373319789577012,6.32,4.86,3.15,3.37
goat,2.5714285714285716,5.420534999272286,2.7308,3.258096538021482,5.3,2.94,5,5.21
god,2.2,7.027314514039777,NA,3.2188758248682006,5.9,5.56,2.07,4.35
goes,2.9,7.399398083331354,4.0446,4.465908118654584,NA,NA,2.19,NA
going,2.933333333333333,9.020389788017736,5.0346,5.5254529391317835,NA,NA,2.69,5.41
gold,3.2142857142857144,7.562681246721884,3.605,3.6375861597263857,7.28,6.35,4.81,7.1
goldbug,3.230769230769231,NA,NA,2.4849066497880004,NA,NA,NA,NA
goldfish,3.076923076923077,4.248495242049359,2.1931,2.302585092994046,6.62,2.95,4.79,4.5
goldilicious,4.285714285714286,NA,NA,1.791759469228055,NA,NA,NA,NA
gone,3.1,7.902117546276448,4.18,4.330733340286331,NA,NA,2.04,NA
goo,3,NA,2.0414,2.995732273553991,4.68,3.65,3.54,5.53
good,3.3125,9.535462727401809,5.1242,6.018593214496234,7.89,3.66,1.64,3.55
goodbye,3.1875,3.5553480614894135,NA,2.9444389791664403,NA,NA,3,3.47
goodness,3.5,4.941642422609304,3.2191,2.4849066497880004,7.38,5.2,1.38,6.05
goodnight,3.357142857142857,1.791759469228055,NA,3.6635616461296463,NA,NA,2.29,NA
goose,3.2142857142857144,5.062595033026967,2.8235,2.0794415416798357,5.68,3.29,4.81,5.15
goosey,3.4615384615384617,NA,NA,2.4849066497880004,NA,NA,NA,NA
gore,2.1176470588235294,NA,NA,2.3978952727983707,NA,NA,3.41,10.24
gorgeous,4.333333333333333,2.8903717578961645,3.0892,1.6094379124341003,7.57,4.92,2.25,7.68
gorilla,1.9166666666666667,3.6109179126442243,2.4533,1.6094379124341003,4.26,4.95,4.97,5.74
got,2.9285714285714284,9.02063159674821,5.2269,5.707110264748875,NA,NA,1.93,NA
gotta,2.642857142857143,3.4339872044851463,4.4125,2.3978952727983707,NA,NA,NA,NA
gotten,2.7142857142857144,5.476463551931511,3.4423,1.6094379124341003,NA,NA,2.61,NA
grabbed,2.2,6.037870919922137,2.8331,2.3978952727983707,NA,NA,NA,NA
grace,4.4,4.948759890378168,NA,2.9444389791664403,NA,NA,1.78,7.29
gracefully,4.3076923076923075,3.58351893845611,1.8261,1.6094379124341003,NA,NA,2.3,NA
grade,3.1538461538461537,6.16541785423142,3.1744,1.791759469228055,5.18,4.75,3,5.72
grand,2.7857142857142856,5.7899601708972535,3.5072,2.1972245773362196,6.28,3.75,1.67,6.68
grandfather,1,6.3561076606958915,3.0941,3.1354942159291497,5.68,3.77,4.86,4.39
grandma,4.928571428571429,6.317164686747284,NA,3.9512437185814275,7.5,3.2,4.54,2.58
grapes,3.2857142857142856,4.859812404361672,2.3054,2.0794415416798357,NA,NA,NA,NA
grass,2.857142857142857,7.429520842786462,2.933,4.219507705176107,6.47,3.39,4.93,3.94
grassy,3.5,4.61512051684126,1.5185,1.6094379124341003,6,3.09,4.32,6.33
gravel,2.076923076923077,4.962844630259907,1.8692,1.9459101490553132,4.42,2.95,5,7.19
gray,2.25,6.98933526597456,3.0326,3.295836866004329,3.68,2.81,3.46,5.74
great,2.8,9.165761328578215,4.6219,5.017279836814924,7.5,4.14,1.81,5.05
green,2.7857142857142856,7.976938756959434,3.5678,4.976733742420574,6.29,4.07,4.07,3.79
grew,3,7.700747794511798,3.1744,4.343805421853684,NA,NA,3.52,NA
Griffith,1.8,NA,NA,NA,NA,NA,NA,NA
grin,3.0588235294117645,4.7535901911063645,2.143,1.6094379124341003,7.66,5.65,4.17,5.84
groaned,2.466666666666667,4.5217885770490405,1.1139,1.6094379124341003,NA,NA,NA,NA
Grouchy,2,NA,NA,NA,NA,NA,NA,NA
ground,2.8461538461538463,8.161660452056282,3.5678,4.143134726391533,5.28,2.35,4.77,4.89
Grover,1.5,NA,2.1271,NA,NA,NA,NA,NA
grow,2.9,8.121777419161074,3.4822,3.8918202981106265,6.28,2.6,3.03,4.79
growl,2.1666666666666665,3.4011973816621555,1.7076,1.9459101490553132,4.43,3.95,4.3,5.79
grown,2.642857142857143,7.027314514039777,3.1059,2.833213344056216,NA,NA,3.2,NA
grows,2.8666666666666667,6.393590753950631,2.6857,2.8903717578961645,NA,NA,NA,NA
Gruffalo,2,NA,NA,NA,NA,NA,NA,NA
grumbled,1.9285714285714286,3.9889840465642745,0.4771,1.9459101490553132,NA,NA,NA,NA
grumpy,1.8571428571428572,2.995732273553991,2.0828,1.791759469228055,2.81,5.05,2.41,5.89
guard,2.3333333333333335,6.22455842927536,3.4726,2.302585092994046,5.89,3.6,4.04,6.25
guess,2.9285714285714284,7.0909098220799835,4.3646,3.6635616461296463,5.18,3.86,2.28,5.44
gulped,2.6153846153846154,3.295836866004329,0.4771,1.6094379124341003,NA,NA,NA,NA
gum,3.3076923076923075,4.9344739331306915,2.8351,1.791759469228055,5.89,3.2,4.89,4.89
gun,1.8571428571428572,6.333279628139691,4.0364,2.0794415416798357,3.66,7.74,4.83,5.58
guy,1.2857142857142858,5.365976015021851,4.5899,2.4849066497880004,6.55,4.71,4.68,4.11
had,2.6666666666666665,11.033582358262397,4.9318,6.731018100482083,NA,NA,1.77,NA
hair,3.5,7.821242083523558,3.8939,4.219507705176107,6.18,3.71,4.97,3.17
hairy,1.7857142857142858,4.127134385045092,2.5092,1.791759469228055,3.8,3.5,4.48,5.7
half,2.8333333333333335,8.042056410058754,4.0068,3.4339872044851463,NA,NA,3.27,5.45
hall,2.7142857142857144,6.934397209928558,3.4232,3.7612001156935624,5.89,2.57,4.67,5.35
hand,3.0714285714285716,8.619388703730907,4.1542,4.219507705176107,5.9,3.98,4.72,2.74
handed,2.8461538461538463,5.955837369464831,2.6758,2.302585092994046,NA,NA,3.26,NA
hands,3.357142857142857,8.120291313968561,4.0815,3.871201010907891,NA,NA,NA,NA
handsome,1.411764705882353,5.537334267018537,3.2266,2.5649493574615367,7.15,4.41,2.63,6.5
handy,2.2,4.276666119016055,2.7952,1.9459101490553132,6.19,3.62,1.88,7.35
hang,2.5,6.0473721790462776,3.8771,2.833213344056216,3.1,4.86,3.7,6.68
hanging,2.5833333333333335,6.171700597410915,3.4371,2.8903717578961645,NA,NA,4.03,NA
happen,2.9285714285714284,7.338238150065589,4.1129,3.2188758248682006,5.5,3.43,1.78,5.26
happened,2.857142857142857,7.860956364876389,4.3979,4.060443010546419,NA,NA,NA,NA
happily,4.214285714285714,5.225746673713202,2.7177,3.258096538021482,NA,NA,1.96,5.56
happy,3.3333333333333335,7.630461261783627,4.2303,4.6913478822291435,8.47,6.05,2.56,2.72
hard,1.7,8.580918882296782,4.1959,4.454347296253507,4.35,4.5,3.76,4.39
harder,1.9166666666666667,6.2166061010848646,3.1889,2.1972245773362196,NA,NA,2,NA
hardly,2.5714285714285716,6.872128101338986,3.4173,2.70805020110221,NA,NA,1.62,7.54
hare,3,4.127134385045092,NA,3.4657359027997265,6.61,2.74,4.88,6.78
hark,2.9285714285714284,NA,NA,1.6094379124341003,4.65,3.1,2.38,10.47
Harold,1,NA,3.1096,NA,NA,NA,NA,NA
Harriet,4.533333333333333,NA,2.567,NA,NA,NA,NA,NA
Harry,1.4,NA,3.6226,NA,NA,NA,NA,NA
has,2.8666666666666667,9.923045051751659,4.7622,5.342334251964811,NA,NA,NA,NA
